CCDC27	Hispanic	Obesity-related traits
ANO2	Hispanic	Obesity-related traits
E2F3	Hispanic	Obesity-related traits
SYK	Korean	Vascular dementia
LOC105379109	European	Depression (quantitative trait)
PHGDH	European	Metabolite levels
CPS1	European	Metabolite levels
ALDH1L1-AS2	European	Metabolite levels
DMGDH	European	Metabolite levels
SLC6A12	European	Metabolite levels
KCNH1	European	Circulating vasoactive peptide levels
KLKB1	European	Circulating vasoactive peptide levels
KLKB1	European	Circulating vasoactive peptide levels
SLC34A1 - GRK6	European	Circulating vasoactive peptide levels
SLC34A1 - GRK6	European	Circulating vasoactive peptide levels
EDN1	European	Circulating vasoactive peptide levels
CAND1.11	European	Circulating vasoactive peptide levels
LINC01565 - RPN1	European	Monocyte count
ACKR2	European	Monocyte count
ACKR2	European	Monocyte count
PTGR1	European	Monocyte count
IRF8	European	Monocyte count
FUT6 - FUT3	Han Chinese	Tumor biomarkers
"LOC105447645, FUT2"	Han Chinese	Tumor biomarkers
FUT6	Han Chinese	Tumor biomarkers
FUT6	Han Chinese	Tumor biomarkers
CTNNA3	European	Schizophrenia (cytomegalovirus infection interaction)
SLC9A9	European	Response to cholinesterase inhibitors in Alzheimer's disease
EFR3A	European	Response to cholinesterase inhibitors in Alzheimer's disease
LOC105370158	European	Response to cholinesterase inhibitors in Alzheimer's disease
LOC105755953	European	Tetralogy of Fallot
NRP1	European	Tetralogy of Fallot
LOC146253 - PHBP21	European	Tetralogy of Fallot
GPC5	European	Tetralogy of Fallot
ATXN2 - BRAP	European	Tetralogy of Fallot
LOC100287290	European	Tetralogy of Fallot
HLA-DRB1 - LOC107986589	Latin American	Epstein-Barr virus immune response (EBNA-1)
CHRNG	European	Refractive error
CHDH	European	Refractive error
C4orf22 - BMP3	European	Refractive error
"LOC102723409, LAMA2"	European	Refractive error
LOC100505501 - RNA5SP267	European	Refractive error
ZMAT4	European	Refractive error
RORB	European	Refractive error
NIP7P1 - XRCC6P1	European	Refractive error
LOC105378316 - BICC1	European	Refractive error
GRIA4	European	Refractive error
"RDH5, BLOC1S1-RDH5"	European	Refractive error
PCCA	European	Refractive error
LOC105370762 - GJD2	European	Refractive error
RASGRF1	European	Refractive error
MYO1D	European	Refractive error
CALM2P1 - LOC105371884	European	Refractive error
CNDP2	European	Refractive error
LOC107986294	European	Refractive error
KCNQ5	European	Refractive error
TJP2	European	Refractive error
PTPRR	European	Refractive error
C14orf39	European	Refractive error
RBFOX1	European	Refractive error
SHISA6	European	Refractive error
BMP2 - LINC01428	European	Refractive error
"ARHGEF10, LOC100131395"	European	Multiple sclerosis
LOC101929551 - LINC00298	European	Multiple sclerosis
RCBTB1 - LOC105370204	European	Multiple sclerosis
MMP8 - LOC100421658	European	Multiple sclerosis
HACE1	European	Multiple sclerosis
VTI1A	European	Multiple sclerosis
"SAMD12, LOC105375724"	European	Multiple sclerosis
NCKAP5	European	Multiple sclerosis
TLL1	European	Multiple sclerosis
"LOC100506023, TNFSF4"	European	Multiple sclerosis
RNASEL	European	Multiple sclerosis
LOC105377563 - LOC105377564	European	Multiple sclerosis
TMEM47 - FAM47B	European	Multiple sclerosis
DSC1 - LOC105372049	European	Multiple sclerosis
MRGPRE - NDUFA5P8	European	Multiple sclerosis
EGFL6	European	Multiple sclerosis
HLA-A - HCG4P4	European	Beta-2 microglubulin plasma levels
LOC100420620 - RN7SKP298	European	Alzheimer's disease biomarkers
LOC105379059 - LOC100289244	European	Alzheimer's disease biomarkers
RN7SL782P - RN7SKP122	European	Alzheimer's disease biomarkers
APOE	European	Alzheimer's disease biomarkers
LOC105370177 - TNFSF11	European	Bone mineral density
LOC105378008 - RPL23AP46	European	Bone mineral density
COLEC10	European	Bone mineral density
CCDC170	European	Bone mineral density
FABP3P2 - LOC105370177	European	Bone mineral density
FMN2	European	Bone mineral density
ZNF516	European	Renal transplant outcome
"TRA, LOC100419912"	European	Renal transplant outcome
LOC105370370	European	Renal transplant outcome
SHANK2	European	Renal transplant outcome
LOC105378962 - MFSD4BP1	European	Presence of antiphospholipid antibodies
SGIP1	European	Presence of antiphospholipid antibodies
"LOC105377867, LOC100506851"	European	Presence of antiphospholipid antibodies
MICAL3	European	Presence of antiphospholipid antibodies
EVA1A	European	Presence of antiphospholipid antibodies
DSTN	European	Presence of antiphospholipid antibodies
MYO16	European	Presence of antiphospholipid antibodies
PDE1C	European	Presence of antiphospholipid antibodies
RN7SL423P - LOC100131736	European	Presence of antiphospholipid antibodies
LOC107984569 - LINC00332	European	Presence of antiphospholipid antibodies
MACROD2	European	Presence of antiphospholipid antibodies
"LOC102724084, LOC105371357"	European	Presence of antiphospholipid antibodies
SESTD1 - LOC644776	European	Presence of antiphospholipid antibodies
SERINC2	European	Alcohol dependence
TCF15 - LOC107985387	European	"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)"
MAD1L1	European	"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)"
LOC105376387	European	"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)"
LOC101927026	European	"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)"
GRIN2A	European	"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)"
"CLEC17A, ADGRE3"	European	"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)"
CACNB2	European	"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)"
PALB2	European	"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)"
MPP6	European	"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)"
LOC107984934 - LOC101929406	European	"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)"
MTCO3P1 - LOC102725019	European	"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)"
RPL10AP3 - LINC01288	European	"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)"
LOC105377030 - LOC105377031	European	"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)"
RNA5SP459 - TCF4	European	"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)"
TCF4	European	"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)"
GLT8D1	European	"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)"
ITIH3	European	"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)"
LOC652549 - ADGRL4	European	"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)"
NTRK3	European	"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)"
SPATA33 - LOC105371416	European	"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)"
"LOC101928937, ANKS1B"	European	"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)"
MIR137HG	European	"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)"
LOC107985926 - IL1R1	European	"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)"
LOC105377346 - LOC107986297	European	"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)"
"LOC107984265, C10orf32-ASMT, AS3MT"	European	"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)"
NEURL1	European	"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)"
LOC105375695	European	"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)"
SLC35F2 - RPLP2P3	European	"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)"
FAM155A - LIG4	European	"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)"
LOC105375451	European	"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)"
LOC105379172 - HINT1	European	"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)"
LOC107986749 - RPS17P12	European	"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)"
PPP2R2B	European	"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)"
SYNE1	European	"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)"
RNA5SP169 - LOC100996286	European	"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)"
LOC105373767 - LOC105373768	European	"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)"
LOC101930028 - LOC105377611	European	"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)"
KIF21B	European	"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)"
HDAC4	European	"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)"
DPCR1	European	"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)"
HLA-DMB - HLA-DMA	European	"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)"
IGL	European	Iron deficiency
FGFR2	Ashkenazi Jewish	Breast cancer
"HLA-DQB1, HLA-DQB1-AS1"	Latin American	Epstein-Barr virus immune response (EBNA-1)
LOC107986454	Han Chinese	Myopia (pathological)
VIPR2	Han Chinese	Myopia (pathological)
SNTB1	Han Chinese	Myopia (pathological)
ST6GAL1	European	IgG glycosylation
B4GALT1	European	IgG glycosylation
MGAT3	European	IgG glycosylation
SMARCB1	European	IgG glycosylation
MGAT3	European	IgG glycosylation
MGAT3	European	IgG glycosylation
LOC107984941	European	Schizophrenia
NOTCH4	European	Schizophrenia
LOC107984265	European	Schizophrenia
BRD1	European	Schizophrenia
LOC101928778 - SEC16B	European	Schizophrenia
FBXO11	European	Schizophrenia
ARHGAP31	European	Schizophrenia
POM121L2	European	Schizophrenia
NOTCH4	European	Schizophrenia
NKAIN2	European	Schizophrenia
TCF4	European	Schizophrenia
CLC - LEUTX	European	Schizophrenia
PKNOX2 - FEZ1	European	Schizophrenia
PRRC2A	European	Schizophrenia
FTO	European	Melanoma
NCK2	European	Addiction
ZNF638	Han Chinese	Height
MAML2	Han Chinese	Height
CS	Han Chinese	Height
CYP19A1	Han Chinese	Height
ZBTB7C	Han Chinese	Height
PASK	Han Chinese	Height
LOC100131216 - MIR7977	Han Chinese	Height
GPR53P - OR2I1P	Han Chinese	Height
LOC105378316	Han Chinese	Height
TMEM132C	Han Chinese	Height
SPATA33	Han Chinese	Height
LOC107986900 - LOC105375701	European	Intelligence (childhood)
RAPGEF2 - LOC107986324	European	Intelligence (childhood)
ESF1	European	Intelligence (childhood)
LOC100507560	European	Intelligence (childhood)
LOC101929541	European	Intelligence (childhood)
LRPPRC	European	Intelligence (childhood)
G6PD	African American	Red blood cell traits
PRKCE	African American	Red blood cell traits
ITFG3	African American	Red blood cell traits
G6PD	African American	Red blood cell traits
ITFG3	African American	Red blood cell traits
ITFG3	African American	Red blood cell traits
LOC100996634 - PTCHD3P3	African American	Red blood cell traits
ITFG3	African American	Red blood cell traits
G6PD	African American	Red blood cell traits
ITFG3	African American	Red blood cell traits
G6PD	African American	Red blood cell traits
G6PD	African American	Red blood cell traits
HFE	African American	Red blood cell traits
ITFG3	African American	Red blood cell traits
ITFG3	African American	Red blood cell traits
"LOC105378525, ARMS2"	European	Age-related macular degeneration
CFH	European	Age-related macular degeneration
SKIV2L	European	Age-related macular degeneration
C3	European	Age-related macular degeneration
SYN3	European	Age-related macular degeneration
APOC1 - APOC1P1	European	Age-related macular degeneration
CETP	European	Age-related macular degeneration
LOC107986598	European	Age-related macular degeneration
LOC389641	European	Age-related macular degeneration
LOC101928635	European	Age-related macular degeneration
CCDC109B	European	Age-related macular degeneration
"NT5DC1, COL10A1"	European	Age-related macular degeneration
COL8A1	European	Age-related macular degeneration
LOC105375013 - LINC00243	European	Age-related macular degeneration
"LOC105373027, SLC16A8"	European	Age-related macular degeneration
TGFBR1	European	Age-related macular degeneration
RAD51B	European	Age-related macular degeneration
ADAMTS9-AS2	European	Age-related macular degeneration
B3GALTL	European	Age-related macular degeneration
LOC107986777	European	Periodontitis
LOC100505711 - LOC107986538	European	Periodontitis
ADGRE1	European	Periodontitis
SCN5A	European	Electrocardiographic conduction measures
CLSTN2	European	Multiple sclerosis (OCB status)
"LOC101929163, BTNL2"	European	Multiple sclerosis (OCB status)
BTNL2 - HLA-DRA	European	Multiple sclerosis (OCB status)
SNX29	European	Schizophrenia
LOC105372911	European	Dietary macronutrient intake
ADTRP	European	Orofacial clefts (maternal smoking interaction)
CDKN2B-AS1	Korean	Coronary heart disease
ACAD10	Korean	Coronary heart disease
SLC45A1; SLC45A1; SLC45A1; SLC45A1; SLC45A1	African American	Breast cancer
TNIP3; TNIP3	African American	Breast cancer
LOC107984199; LOC107984199; LOC102723629 - LOC107984199	African American	Breast cancer
RAD51B; RAD51B; RAD51B; RAD51B; RAD51B; RAD51B	African American	Breast cancer
SH2B3	European	Beta-2 microglubulin plasma levels
HECTD4	Han Chinese	Drinking behavior
CAMK1D	European	QT interval (drug interaction)
ADAMTSL1	European	QT interval (drug interaction)
CREBBP	European	QT interval (drug interaction)
NATP - RPL10AP11	European	QT interval (drug interaction)
DDX10 - RNU6-654P	European	QT interval (drug interaction)
LOC105372662	European	QT interval (drug interaction)
LOC644919 - LOC100533628	European	QT interval (drug interaction)
LOC105373061	European	QT interval (drug interaction)
MESDC1 - LOC107984726	European	QT interval (drug interaction)
ROS1	European	QT interval (drug interaction)
GNAL	European	QT interval (drug interaction)
LOC107986730 - GABPAP	European	QT interval (drug interaction)
FASTKD2	European	QT interval (drug interaction)
LOC102606465	European	QT interval (drug interaction)
CCND2	European	QT interval (drug interaction)
CNTNAP2	European	QT interval (drug interaction)
MIR2113 - EIF4EBP2P3	European	QT interval (drug interaction)
WNT4	European	Endometriosis
LOC101929282 - LOC105373686	European	Endometriosis
LOC100506885	European	Endometriosis
PDE1C	European	Endometriosis
LOC107986907 - RPL23AP54	European	Endometriosis
"LOC107987046, IL33"	European	Endometriosis
LINC00841 - CXCL12	European	Endometriosis
RNA5SP326 - LOC101927573	European	Endometriosis
VEZT	European	Endometriosis
KSR2	European	Endometriosis
CYB5AP3 - MOAP1	European	Endometriosis
OR1E3 - OR1G1	European	Endometriosis
CES1	European	Response to dabigatran etexilate treatment
CES1	European	Response to dabigatran etexilate treatment
VAX2	European	Corneal astigmatism
LOC105375597 - LOC105375603	European	Corneal astigmatism
DNAH5	European	Corneal astigmatism
LOC105371106 - LOC107984893	European	Corneal astigmatism
LOC105377841 - LOC100420940	European	Corneal astigmatism
LOC401864 - FENDRR	European	Corneal astigmatism
MAML2	European	Corneal astigmatism
SMPDL3B	European	Corneal astigmatism
LOC107984207 - LOC101928322	European	Corneal astigmatism
BICC1	European	Corneal astigmatism
LOC105370670	European	Corneal astigmatism
LOC107986094 - MAGI1	European	Corneal astigmatism
TNR - LOC107985228	European	Corneal astigmatism
CHSY1	European	Corneal astigmatism
SGCZ - TUSC3	European	Corneal astigmatism
BNC2 - LOC105375983	European	Corneal astigmatism
RBFOX1	European	Refractive error
ZPR1	Latin American	Hypertriglyceridemia
GCKR	Latin American	Hypertriglyceridemia
LPL - LOC105379311	Latin American	Hypertriglyceridemia
TMEM241	Latin American	Hypertriglyceridemia
TBL2	Latin American	Hypertriglyceridemia
HAVCR1	Latin American	Hypertriglyceridemia
"FAN1, MTMR10"	Latin American	Hypertriglyceridemia
LOC105372189 - CBLN2	European	Pulmonary arterial hypertension (without BMPR2 mutations)
LINC01322 - BCHE	European	Aspirin hydrolysis (plasma)
LOC105376368 - LINC00702	European	Asthma (bronchodilator response)
COL22A1	European	Asthma (bronchodilator response)
MYO10	European	Major depressive disorder
KCTD15 - RN7SL150P	European	Major depressive disorder
BTF3P9 - TUBB8P10	European	Major depressive disorder
LOC105372465	European	Major depressive disorder
PIEZO2	European	Major depressive disorder
LINC01068 - LINC01038	European	Major depressive disorder
LOC105377406 - LOC105377408	European	Major depressive disorder
ARHGEF37 - LOC105378224	European	Major depressive disorder
LOC105374976 - LOC100129616	European	Major depressive disorder
RNU6-590P - GRIN2B	European	Major depressive disorder
ITGA11	European	Major depressive disorder
LOC105377684	European	Major depressive disorder
LINC01170 - ZNF608	European	Major depressive disorder
RN7SKP222 - FGF12	European	Major depressive disorder
LOC105370759 - TMCO5B	European	Major depressive disorder
AK8	European	Major depressive disorder
RPL29P16 - MRPL14	European	Major depressive disorder
LOC105377684	European	Major depressive disorder
PCGEM1 - LOC107985969	European	Major depressive disorder
LOC107986454 - PCDH1	European	Major depressive disorder
TIMM17BP1 - LOC105369678	European	Major depressive disorder
LOC107986266 - HNRNPA1P65	European	Major depressive disorder
ENOX1	European	Major depressive disorder
LOC105373012 - LOC441996	European	Major depressive disorder
PIEZO2	European	Major depressive disorder
LYSMD4 - LOC105371020	European	Major depressive disorder
KCTD15 - RN7SL150P	European	Major depressive disorder
LOC105372465	European	Major depressive disorder
TECRP2 - LOC101927087	European	Major depressive disorder
LOC105377818	European	Major depressive disorder
CCND2 - C12orf5	European	Major depressive disorder
LOC100967223 - WBSCR17	European	Major depressive disorder
DMRT1	European	Major depressive disorder
KCNH5	European	Major depressive disorder
EMP1 - LINC01559	European	Major depressive disorder
ESRRG	European	Major depressive disorder
LINC01021 - LOC105374696	European	Major depressive disorder
ITGA11	European	Major depressive disorder
RN7SKP222 - FGF12	European	Major depressive disorder
ANKRD27	European	Major depressive disorder
GMPR	European	Major depressive disorder
LOC105379069 - LOC105379070	European	Major depressive disorder
LOC105376682 - LOC107984911	European	Major depressive disorder
LOC105374287	European	Major depressive disorder
IL12A-AS1	European	Major depressive disorder
LOC105377684	European	Major depressive disorder
LOC105377306 - LOC107986215	European	Major depressive disorder
LOC107983965	European	Major depressive disorder
LOC102723446	European	Major depressive disorder
FEN1 - FADS1	European	Metabolite levels
"UGT1A4, UGT1A6, UGT1A9, UGT1A5, UGT1A8, UGT1A7, UGT1A10, UGT1A, UGT1A3, UGT1A1"	Han Chinese	Bilirubin levels
"UGT1A4, UGT1A6, UGT1A9, UGT1A5, UGT1A8, UGT1A7, UGT1A10, UGT1A, UGT1A3, UGT1A1"	Han Chinese	Bilirubin levels
"UGT1A4, UGT1A6, UGT1A9, UGT1A5, UGT1A8, UGT1A7, UGT1A10, UGT1A, UGT1A3, UGT1A1"	Han Chinese	Bilirubin levels
"UGT1A9, UGT1A3, UGT1A5, UGT1A7, UGT1A8, UGT1A10, UGT1A, UGT1A4, UGT1A6"	Han Chinese	Bilirubin levels
LOC101927066	European	Estradiol plasma levels (breast cancer)
RN7SL251P - RPSAP22	European	Estradiol plasma levels (breast cancer)
LOC105370529	European	Estradiol plasma levels (breast cancer)
PHC2 - TLR12P	European	Estradiol plasma levels (breast cancer)
HMGB1P18 - HNRNPA1P64	European	Estradiol plasma levels (breast cancer)
PDLIM5 - BMPR1B-AS1	European	Estradiol plasma levels (breast cancer)
RPL9P21 - EIF2AP4	European	Estradiol plasma levels (breast cancer)
"PLXNC1, CEP83"	European	Estradiol plasma levels (breast cancer)
LOC391813 - LOC105379098	European	Estradiol plasma levels (breast cancer)
LOC105374242 - LOC105374243	European	Estradiol plasma levels (breast cancer)
LOC730100	European	Estradiol plasma levels (breast cancer)
LOC105369591 - RPUSD4	European	Estradiol plasma levels (breast cancer)
RFX8	European	Estradiol plasma levels (breast cancer)
PLCB1	European	Estradiol plasma levels (breast cancer)
"JAK1, LOC107983962"	European	Estradiol plasma levels (breast cancer)
DSCAM	European	Estradiol plasma levels (breast cancer)
LOC647323 - LOC285389	European	Estradiol plasma levels (breast cancer)
WASF2	European	Estradiol plasma levels (breast cancer)
LOC107984836 - TMEM219	European	Pubertal anthropometrics
TMED2 - DDX55	European	Pubertal anthropometrics
"C12orf60, SMCO3"	European	Pubertal anthropometrics
ZNF192P1	European	Pubertal anthropometrics
YAP1	European	Pubertal anthropometrics
LOC101927342	European	Pubertal anthropometrics
NUCKS1	European	Pubertal anthropometrics
LOC100288803 - ZNF879	European	Pubertal anthropometrics
DAB1	European	Pubertal anthropometrics
MAMSTR	European	Pubertal anthropometrics
"TRPM3, LOC101927086"	European	Pubertal anthropometrics
UHRF1BP1	European	Pubertal anthropometrics
DNAJC27	European	Pubertal anthropometrics
LOC101927518 - LOC105377196	European	Pubertal anthropometrics
ZNF483	European	Pubertal anthropometrics
BTNL2 - HLA-DRA	European	Pubertal anthropometrics
PRKG2 - RNU5A-2P	European	Pubertal anthropometrics
SOCS2	European	Pubertal anthropometrics
HLA-S - LOC101929072	European	Pubertal anthropometrics
DLEU1 - LOC107984568	European	Pubertal anthropometrics
"LOC105378803, FPGT-TNNI3K, TNNI3K"	European	Pubertal anthropometrics
ZNF483	European	Pubertal anthropometrics
LOC100422315 - LINC00577	European	Pubertal anthropometrics
LOC105376201 - MIR8081	European	Pubertal anthropometrics
LOC100506532	Latino	Central corneal thickness
RD3 - LOC107985261	European	Retinopathy in non-diabetics
LOC105377441	European	Retinopathy in non-diabetics
OR5V1	European	Retinopathy in non-diabetics
HDAC9	European	Retinopathy in non-diabetics
LOC105375878 - LOC105375880	European	Retinopathy in non-diabetics
CCDC26	European	Retinopathy in non-diabetics
RPA2P2 - LOC105378389	European	Retinopathy in non-diabetics
TENM4	European	Retinopathy in non-diabetics
LOC105369709 - PTHLH	European	Retinopathy in non-diabetics
SRC - RPL7AP14	European	Retinopathy in non-diabetics
"LOC107985588, KLHL22"	European	Retinopathy in non-diabetics
FSCN3 - PAX4	Han Chinese	Type 2 diabetes
USP53	European	Corneal astigmatism
KIAA0930 - RPS10P31	European	Pulmonary function in asthmatics
LOC105378502 - EMX2OS	European	Pulmonary function in asthmatics
LOC101928523 - SMC2-AS1	European	Orofacial clefts (maternal smoking interaction)
BOLA2P1 - LOC441806	European	Pulmonary function in asthmatics
ARRDC2 - LOC440514	European	Pulmonary function in asthmatics
ALMS1P	European	Glomerular filtration rate
ALMS1P	European	Glomerular filtration rate
SHROOM3	European	Glomerular filtration rate
SPATA5L1 - C15orf48	European	Glomerular filtration rate
ALMS1P	European	Glomerular filtration rate
SHROOM3	European	Glomerular filtration rate
LINC00511	European	Thiazide-induced adverse metabolic effects in hypertensive patients
MYO10 - LOC285696	European	Thiazide-induced adverse metabolic effects in hypertensive patients
C16orf47	European	Thiazide-induced adverse metabolic effects in hypertensive patients
LOC101927259 - JADE1	European	Thiazide-induced adverse metabolic effects in hypertensive patients
ARMC9	European	Thiazide-induced adverse metabolic effects in hypertensive patients
LOC105374525 - LOC105374528	European	Thiazide-induced adverse metabolic effects in hypertensive patients
ARL2BPP7 - LOC105376188	European	Thiazide-induced adverse metabolic effects in hypertensive patients
PHF10	European	Thiazide-induced adverse metabolic effects in hypertensive patients
LOX - LOC107986445	European	Thiazide-induced adverse metabolic effects in hypertensive patients
OR2Y1 - MGAT1	European	Thiazide-induced adverse metabolic effects in hypertensive patients
ADAM12	European	Thiazide-induced adverse metabolic effects in hypertensive patients
"MEF2C-AS1, MEF2C"	European	Thiazide-induced adverse metabolic effects in hypertensive patients
ARHGAP29	European	Thiazide-induced adverse metabolic effects in hypertensive patients
MPZL3	European	Thiazide-induced adverse metabolic effects in hypertensive patients
LOC105375880 - RPL31P41	European	Thiazide-induced adverse metabolic effects in hypertensive patients
KLRD1	European	Thiazide-induced adverse metabolic effects in hypertensive patients
RPL10AP12 - IRF8	European	Thiazide-induced adverse metabolic effects in hypertensive patients
LOC648934 - LOC105377871	European	Thiazide-induced adverse metabolic effects in hypertensive patients
LOC101928679 - LOC107986205	European	Thiazide-induced adverse metabolic effects in hypertensive patients
JAZF1	European	Thiazide-induced adverse metabolic effects in hypertensive patients
LOC105376627 - LOC100507144	European	Thiazide-induced adverse metabolic effects in hypertensive patients
VTA1	European	Thiazide-induced adverse metabolic effects in hypertensive patients
RNA5SP318 - PCDH15	European	Thiazide-induced adverse metabolic effects in hypertensive patients
DDX43P2 - VWC2	European	Thiazide-induced adverse metabolic effects in hypertensive patients
LOC105369944	European	Thiazide-induced adverse metabolic effects in hypertensive patients
LOC101928509	European	Thiazide-induced adverse metabolic effects in hypertensive patients
LOC105375659	European	Thiazide-induced adverse metabolic effects in hypertensive patients
RNU7-106P - RPL26P32	European	Thiazide-induced adverse metabolic effects in hypertensive patients
ADARB2	European	Thiazide-induced adverse metabolic effects in hypertensive patients
LOC105373518 - LOC105373519	European	Thiazide-induced adverse metabolic effects in hypertensive patients
KRAS - LOC105369701	European	Thiazide-induced adverse metabolic effects in hypertensive patients
CA10 - LOC105371829	European	Thiazide-induced adverse metabolic effects in hypertensive patients
LOC105372319	European	Thiazide-induced adverse metabolic effects in hypertensive patients
AGO2	European	Thiazide-induced adverse metabolic effects in hypertensive patients
CYP19A1	European	Thiazide-induced adverse metabolic effects in hypertensive patients
LOC105371341 - LOC390739	European	Thiazide-induced adverse metabolic effects in hypertensive patients
NELL1	European	Thiazide-induced adverse metabolic effects in hypertensive patients
GOLIM4 - EGFEM1P	European	Thiazide-induced adverse metabolic effects in hypertensive patients
PIEZO2	European	Thiazide-induced adverse metabolic effects in hypertensive patients
GDF3 - DPPA3	European	Thiazide-induced adverse metabolic effects in hypertensive patients
"AGBL1, AGBL1-AS1"	European	Thiazide-induced adverse metabolic effects in hypertensive patients
ASAH2	European	Thiazide-induced adverse metabolic effects in hypertensive patients
LOC339529	European	Thiazide-induced adverse metabolic effects in hypertensive patients
SEC31B	European	Thiazide-induced adverse metabolic effects in hypertensive patients
DAB2IP - LOC107987125	European	Thiazide-induced adverse metabolic effects in hypertensive patients
TMC6	European	Thiazide-induced adverse metabolic effects in hypertensive patients
DNMT1 - LOC103689916	European	Thiazide-induced adverse metabolic effects in hypertensive patients
FMN2	European	Thiazide-induced adverse metabolic effects in hypertensive patients
EYA2	European	Thiazide-induced adverse metabolic effects in hypertensive patients
SLC35F1	European	Thiazide-induced adverse metabolic effects in hypertensive patients
MIPEPP3	European	Thiazide-induced adverse metabolic effects in hypertensive patients
S100Z	European	Thiazide-induced adverse metabolic effects in hypertensive patients
EFCAB11	European	Thiazide-induced adverse metabolic effects in hypertensive patients
ARRB1	European	Thiazide-induced adverse metabolic effects in hypertensive patients
THSD4	European	Thiazide-induced adverse metabolic effects in hypertensive patients
STOX2	European	Thiazide-induced adverse metabolic effects in hypertensive patients
