EPB41,Han Chinese,Amyotrophic lateral sclerosis (sporadic)
DNAH10,European,Waist circumference adjusted for body mass index
INADL,European,Sleep traits (multi-trait analysis)
CHRNA3,European,Post bronchodilator FEV1
LOC105376158 - PSMA7P,"African American, European",Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction)
SEMA6D,European,Lung cancer
"MARCH8, LOC105378286",European,Lymphocyte counts
LOC105377567,European,Pediatric areal bone mineral density (radius)
LOC105377462,European,Post bronchodilator FEV1/FVC ratio
ZC3H4,European,BMI in non-smokers
WWOX,European,Clozapine-induced cytotoxicity
LOC105378512 - RAD1P1,European,Parkinson's disease
LOC107985582 - RNU6-1066P,European,Fat distribution (HIV)
"CADPS2, LOC105375481",European,Brain structure
LINC01425,"African American, European",Asthma
PRPSAP2,European,Educational attainment (years of education)
LINC01601 - LOC105376868,European,Plateletcrit
MGAT3,European,IgG glycosylation
CYP17A1,European,Parkinson's disease
LTBR,European,Crohn's disease
CACNB2,European,Primary tooth development (number of teeth)
PTPRT,European,Periodontitis (Mean PAL)
POMP,European,"Facial morphology (factor 12, vertical position of sublabial sulcus relative to central midface)"
NPM1P10 - LOC105377917,"Ashkenazi Jewish, South African, Afrikaner",Tourette's syndrome or obsessive-compulsive disorder
ACOXL,European,Lymphocyte counts
SNX29,European,Serum dimethylarginine levels (asymmetric/symetric ratio)
LOC105374736 - LOC105374737,European,Multiple sclerosis
SLC2A9,European,Metabolic traits
GRM3,European,Peripheral arterial disease (traffic-related air pollution interaction)
SLC7A9 - CEP89,European,Urinary metabolites
ADAMTSL3,East Asian,Height
UQCC1,European,QRS interval (sulfonylurea treatment interaction)
TMEFF2,European,Sudden cardiac arrest
CCDC57 - SLC16A3,European,Peripheral arterial disease (traffic-related air pollution interaction)
CSMD3 - LOC105375710,"African American, Hispanic, Asian",Bronchopulmonary dysplasia
SPPL2A,European,Fibrinogen
ATAT1,European,Autism spectrum disorder or schizophrenia
LOC105369750,European,Prostate cancer
LOC105373887 - LOC105373888,Han Chinese,Nonsyndromic cleft lip with cleft palate
LOC105377979 - RNU1-18P,Japanese,Atrial fibrillation
CST2 - CST5,European,Blood protein levels
CRTAC1,Han Chinese,Nonsyndromic cleft lip with cleft palate
ACKR2,European,Blood protein levels
SUCLA2P1 - RANP1,European,Lung cancer in ever smokers
UBE2L3,European,Red cell distribution width
SLFN14,European,Platelet distribution width
TSHZ1 - LOC105372200,European,Age at smoking initiation in chronic obstructive pulmonary disease
LARP1,European,"Facial morphology (factor 9, facial height related to vertical position of nasion)"
MAP2K5,"African American, Filipino",Body mass index in physically active individuals
CAMTA1,Brazilian,PR interval in Tripanosoma cruzi seropositivity
CCDC26 - GSDMC,European,Monocyte count
C17orf82 - TBX4,"African American, European",Waist circumference adjusted for body mass index
DEFA9P - DEFA10P,European,Basophil percentage of white cells
HHIP,European,Height
LOC107985981,European,Selective IgA deficiency
LOC105372228 - LOC284241,European,Schizophrenia
ATP8A2,European,Eating disorders
ESR1,European,Sudden cardiac arrest
NFYC - KCNQ4,African,Platelet count
LOC105370283,European,Sj??gren's syndrome
DLEU1,European,Primary biliary cholangitis
KCNQ1,American Indian,Type 2 diabetes
CASC15,Finnish,Interleukin-6 levels
OR6P1 - OR10X1,African,Pneumococcal bacteremia
LOXL1,"African American, Filipino",Waist circumference adjusted for BMI in active individuals
SIGLEC5,Japanese,Cerebrospinal fluid biomarker levels
RBM6,European,Menarche (age at onset)
NEK11,Han Chinese,Carotid intima media thickness
TKTL1,Sardinian,Bilirubin levels
RANBP3L - RNA5SP181,European,Borderline personality disorder
CSMD1 - RSL24D1P7,European,Morning vs. evening chronotype
GRB10,"European, Asian",Bone mineral density
LOC105374566 - LOC107986222,European,Very long-chain saturated fatty acid levels (fatty acid 22:0)
LOC101928448,"African American, Filipino",Waist circumference adjusted for BMI in active individuals
LOC105374893,European,Post bronchodilator FEV1/FVC ratio
IKZF1,European,Red blood cell count
IKZF1,European,IgG glycosylation
NGF,European,Diastolic blood pressure
"LOC107986771, LOC105375170",European,Residual cognition
PRKCB,European,Post bronchodilator FEV1/FVC ratio in COPD
SERPINE2 - LOC100420435,Finnish,Interleukin-10 levels
LOC101928080,European,Selective IgA deficiency
LOC101929551 - LINC00298,European,Multiple sclerosis
LINC01243,European,Motion sickness
DLG2,European,Protein quantitative trait loci
"ETS1, LOC105369566",Han Chinese,Systemic lupus erythematosus
"TMEM63A, EPHX1",Korean,Response to cyclophosphamide in systemic lupus erythematosus with lupus nephritis
BCDIN3D - RPL35AP28,European,Waist circumference
SUGP1,European,LDL cholesterol
PAFAH1B1,British,Self-reported tiredness
LOC107984462,European,Post bronchodilator FEV1
DCLK1,European,Optic cup area
C2orf54 - LOC728763,European,Hip circumference adjusted for BMI
CDH13,European,Multiple myeloma (IgH translocation)
KCNMA1,European,Educational attainment
LOC105377254 - TECRL,European,Triptolide cytotoxicity
PDILT,European,Glomerular filtration rate (creatinine)
LEPR,European,White blood cell count
LOC105379289 - KIAA1456,Ashkenazi Jewish,Schizophrenia
STXBP6,European,Sum basophil neutrophil counts
IPMK,Hispanic,Obesity-related traits
CD86,European,Diffuse large B cell lymphoma
NPIPB11 - SMG1P6,European,"Facial morphology (factor 11, projection of the nose)"
RPS3AP49 - RNU4-17P,European,Body mass index
AGTR2 - RNU6-154P,European,Lung disease severity in cystic fibrosis
"NBAT1, CASC15",European,Sporadic neuroblastoma
PAK2,European,Platelet count
LOC101929072,European,Type 1 diabetes and autoimmune thyroid diseases
LOC100421116 - TRIM33,European,Mean corpuscular hemoglobin
LOXL1,European,Waist circumference adjusted for BMI in non-smokers
ZNF536,European,Body mass index
"TNFSF13, TNFSF12-TNFSF13",Han Chinese,IgA nephropathy
HYKK,European,Lung cancer
PRDM13 - MCHR2,European,Menarche (age at onset)
GCKR,European,Serum albumin level
LOC105377462,European,Post bronchodilator FEV1
ATRN,European,Reticulocyte count
HIVEP1,European,Body mass index
GCKR,European,Calcium levels
LOC105377462,European,Post bronchodilator FEV1/FVC ratio
SLC15A4,European,Systemic lupus erythematosus
SLC44A5,European,Acylcarnitine levels
"LOC105377855, KCNQ5",European,Lung function (FEV1/FVC)
LOC100506834,African American,Insulin resistance/response
AATF,Hispanic,Obesity-related traits
ELF1,European,Lymphocyte percentage of white cells
ATP11A,European,Mean corpuscular volume
DERA,"African American, Hawaiian",3-hydroxy-1-methylpropylmercapturic acid levels in smokers
HIBCH,European,Response to paliperidone in schizophrenia (negative Marder score)
OR11L1 - TRIM58,European,Response to serotonin reuptake inhibitors in major depressive disorder
SYCP2L,European,Plasma omega-3 polyunsaturated fatty acid levels (docosahexaenoic acid)
LOC390860 - PMAIP1,European,Response to bleomycin (chromatid breaks)
SMNDC1 - LOC105378482,European,Inflammatory bowel disease
AP1G1,European,Post bronchodilator FEV1
BACH1,Han Chinese,Pancreatic cancer
RPS10P21 - RNA5SP32,European,Monocyte count
LOC105376467,European,Pulmonary function decline
LOC105376442,Japanese,Peripheral artery disease
APOE,European,Cerebrospinal fluid AB1-42 levels
NPM1P47 - C2CD4B,Han Chinese,Type 2 diabetes
NSD1,"African American, Filipino",Waist circumference adjusted for BMI in active individuals
"PMF1, PMF1-BGLAP",European,White matter hyperintensity burden
LOC105371763,European,Cognitive decline rate in late mild cognitive impairment
DPPA3P2 - RNU7-93P,African,Malaria
LOC105370558,European,Heart rate variability traits (RMSSD)
ETV5,European,Body mass index
KALRN,European,Platelet distribution width
IL2 - IL21,European,Alopecia areata
LOC401324,European,Information processing speed
ADAMTS7,European,Post bronchodilator FEV1/FVC ratio
CIT,European,Inflammatory bowel disease
EFCAB14,European,Response to hepatitis C treatment
GAA - EIF4A3,European,Plateletcrit
LY96,European,Postoperative atrial fibrillation in coronary artery bypass grafting surgery
FLNB,Japanese,Adverse response to chemotherapy (neutropenia/leucopenia) (carboplatin)
PMP22 - TEKT3,European,Resting heart rate
PALD1 - PRF1,European,Lymphocyte percentage of white cells
KCNE1,European,Electrocardiographic traits
LOC105372675 - PFDN4,European,Modified Stumvoll Insulin Sensitivity Index (BMI interaction)
PTBP2 - DPYD,European,Body mass index
SLC4A10,European,Educational attainment (years of education)
PTPN2,European,Inflammatory bowel disease
"ZNF664-FAM101A, ZNF664",European,Visceral adipose tissue/subcutaneous adipose tissue ratio
MTMR4,European,Vitamin D levels
RNA5SP350 - LOC105369490,European,Corneal structure
ACKR1 - MPTX1,Sardinian,Inflammatory biomarkers
RABL3,Hispanic,Obesity-related traits
LINC00970 - LOC101928596,European,Fuchs's corneal dystrophy
CHRNA3,European,Pre bronchodilator FEV1
PDXDC1,European,Triglycerides
NRXN3,Finnish,Fibroblast growth factor basic levels
LOC102723370,Korean,Plasma thyroid-stimulating hormone levels
HLA-DQB1 - MTCO3P1,European,HDL cholesterol
ATXN8OS,European,Language performance in older adults (adjusted for episodic memory)
INSL6,European,Post bronchodilator FEV1/FVC ratio
LOC105373352 - TMEM18,European,Hip circumference
HLA-DPB1,European,Acute graft versus host disease in bone marrow transplantation (recipient effect)
LINGO1,European,Essential tremor
NAT2,East Asian,Total cholesterol levels
ANXA3,Japanese,Rheumatoid arthritis
GGT5,European,Monocyte count
CASC16,European,Breast cancer (male)
ICT1 - RNU6-362P,European,Alzheimer's disease or small vessel stroke
MMP3 - MMP12,European,Post bronchodilator FEV1/FVC ratio
LOC105372529 - LIN28AP3,European,Night sleep phenotypes
MEF2C-AS1,East Asian,Height
R3HDM4,European,High light scatter reticulocyte count
PRNCR1,European,Prostate cancer
PPARG,European,Hematocrit
LOC101927098 - RNA5SP484,European,IgG glycosylation
MORF4L1,European,Lung cancer
LOC102723944,European,Glaucoma (primary open-angle)
SLCO1B1,European,Ischemic stroke (large artery atherosclerosis)
ATP8B1 - RSL24D1P11,European,Very long-chain saturated fatty acid levels (fatty acid 20:0)
MMP8 - LOC100421658,European,Multiple sclerosis
C1orf168,Han Chinese,Exploratory eye movement dysfunction in schizophrenia (number of eye fixations)
CYP19A1,Japanese,Height
SAYSD1 - KCNK5,European,Coronary artery disease
LOC105369623 - CD9,European,Platelet distribution width
IRF6 - DIEXF,Asian,Orofacial clefts
LOC107986647 - LOC105378010,European,Eosinophil percentage of white cells
EML6,European,Neutrophil count
LOC100528063 - LOC129656,European,Night sleep phenotypes
LINC00877 - LINC00870,European,Migraine - clinic-based
ADAMTSL3,European,Schizophrenia
"LOC105369580, OPCML",European,Visceral adipose tissue/subcutaneous adipose tissue ratio
SMIM12P1 - GCC2,European,Mean platelet volume
CELF4,European,Neuroticism
LOC105379297 - FGF20,European,Inflammatory skin disease
MVK - RN7SKP250,European,Post bronchodilator FEV1
NLRC5,European,Lymphocyte counts
JAZF1,"African American, Filipino",Waist circumference adjusted for BMI in active individuals
RBFOX3,European,Facial morphology (factor 16)
"DIRC3, LOC105373877",European,Response to bronchodilator in chronic obstructive pulmonary disease (change in FEV1)
HLA-DOB - TAP2,European,Thyroid peroxidase antibody positivity
BABAM1 - ANKLE1,European,Cancer (pleiotropy)
LOC107986922 - GFRA2,European,Blood protein levels
RPL21P2 - SMOX,European,High light scatter reticulocyte percentage of red cells
HYDIN,European,Chronic obstructive pulmonary disease-related biomarkers
RASGRP4,European,Eosinophil counts
LOC101928894 - LOC105376662,European,Post bronchodilator FEV1/FVC ratio in COPD
TCF7L2,European,Bipolar disorder (body mass index interaction)
LOC100421294 - CYLC2,European,Response to antineoplastic agents
RN7SKP167 - FGFR2; LOC105378519; LINC01153 - LOC105378523,European,Prostate-specific antigen levels
IL23R,European,Ulcerative colitis
MOB3B,European,Plasma trimethylamine N-oxide levels
IREB2,European,Post bronchodilator FEV1
FAM49A - LOC107985806,African American,Late-onset Alzheimer's disease
"LOC105372501, LOC107984104",European,Plateletcrit
CCND3,European,Mean corpuscular hemoglobin
LEKR1 - LINC00880,"African American, European",Waist circumference adjusted for body mass index
LOC101930048,European,Systolic blood pressure
CHST11,"Singaporean, Chinese",Plasma omega-6 polyunsaturated fatty acid levels (arachidonic acid)
PARK2,European,Body mass index
CDKN2A,European,Platelet count
HLX-AS1,European,Sum eosinophil basophil counts
ZNF462,European,Height
LOC101929105 - TBC1D27,African American,Diabetic kidney disease
KIAA0391,European,Granulocyte percentage of myeloid white cells
HBZ,European,Mean corpuscular hemoglobin
GYPC,European,Pyoderma gangrenosum in inflammatory bowel disease
FKBPL - PRRT1,European,IgG glycosylation
TRIM24,Kosraen,Quantitative traits
DCLK1,European,JT interval (sulfonylurea treatment interaction)
NID1 - LOC343508,European,Facial morphology (factor 20)
ACBD4,European,Economic and political preferences
DNAJA1P4 - LOC107986638,Ashkenazi Jewish,Schizophrenia
"GNA12, AMZ1","African American, European",Waist circumference adjusted for body mass index
LOC100420530 - MUC21,European,Cutaneous lupus erythematosus
"NPC1, C18orf8",European,Body mass index
LOC102723654,"African American, Hawaiian",3-hydroxypropylmercapturic acid levels in smokers
CARSP1 - ANP32A,Han Chinese,Esophageal cancer
LOC105377684,European,Major depressive disorder
LOC105369735 - LRRK2,European,Parkinson's disease
LOC105377462 - KRT18P51,European,Post bronchodilator FEV1
GPBP1L1,European,Blood protein levels
LINC01565 - RPN1,European,Neutrophil percentage of granulocytes
LINC01272,European,Gut microbiota (functional units)
BANK1,European,Systemic lupus erythematosus
LOC105374493,European,Height
KLHL42,European,Resting heart rate
"TRDN, LOC105377982",European,Foot ulcer and neuropathy in diabetes
HTR3B,European,Prostate cancer
NPM1P51 - TFEB,European,Attention deficit hyperactivity disorder
LOC105371701,European,White blood cell count (basophil)
"LOC107986368, LOC101928005",European,Heart rate
PKNOX2,European,Creutzfeldt-Jakob disease (variant)
LINC00363 - GPC6,European,Response to anti-retroviral therapy (ddI/d4T) in HIV-1 infection (Grade 2 peripheral neuropathy)
LINC00886,European,Nose size
LOC107987039,European,High light scatter reticulocyte percentage of red cells
CASC16,European,Breast cancer
CFAP61,Carlantino,White wine liking
LOC105375015,European,Crohn's disease
ARHGAP28,European,Cerebrospinal fluid t-tau:AB1-42 ratio
PTPRR,European,Mild influenza (H1N1) infection
NPAT,European,Plateletcrit
LOC100419906 - CXorf51B,European,Immune reponse to smallpox (secreted IFN-alpha)
APOE - APOC1,European,Blood metabolite ratios
VN1R23P - RAC1P5,East Asian,Epstein-Barr virus copy number in lymphoblastoid cell lines
TTC39B,East Asian,Total cholesterol levels
LOC728327 - LOC107984279,European,Vitamin D levels
ADCY9,"African American, European",Body mass index
MICAL3,European,Liver enzyme levels (gamma-glutamyl transferase)
GNGT1,European,Pulmonary function decline
SMOX,European,Reticulocyte fraction of red cells
EVA1A,Hispanic,Obesity-related traits
LOC105376375 - AKR1E2,European,Allergic rhinitis
MYBPC1,European,Lung function (FEV1)
CREB5,European,White blood cell count (basophil)
PTBP1P - MIR4708,European,IgG glycosylation
BARHL2 - LOC105378853,European,Educational attainment (college completion)
CACNB2,Hispanic,Obesity-related traits
PLXND1 - TMCC1,European,Hip circumference adjusted for BMI
LOC101929492 - LOC105379360,"African American, Hawaiian",3-hydroxypropylmercapturic acid levels in smokers
RAB4B-EGLN2,European,Post bronchodilator FEV1/FVC ratio
"LOC101928263, CSRNP1",European,Verbal declarative memory
ZBTB38,European,Height
PLEC,East Asian,Total cholesterol levels
AIM2,Japanese,White blood cell count
CDKN2B-AS1,European,Intracranial aneurysm
LPL,European,HDL cholesterol
NPNT - LOC101929577,European,Systolic blood pressure
WTAPP1,European,Post bronchodilator FEV1/FVC ratio in COPD
WDR72,European,Glomerular filtration rate
NONOP2,European,Rheumatoid arthritis
HIGD1AP18 - LOC105375909,European,Nicotine dependence
LOC105375278 - LOC107986738,European,Post-traumatic stress disorder (asjusted for relatedness)
CHSY3 - LOC105379171,Japanese,Paclitaxel-induced cytotoxicity
ADCY9,"African American, European",Body mass index (joint analysis main effects and physical activity interaction)
ZMIZ1,European,Inflammatory bowel disease (early onset)
LIPM,Finnish,beta-nerve growth factor levels
REPS2,"African American, Hawaiian",3-hydroxy-1-methylpropylmercapturic acid levels in smokers
ST6GALNAC3,European,Acute lymphoblastic leukemia (childhood)
PRDM14,European,Testicular germ cell tumor
PTPN6,European,Response to paliperidone in schizophrenia (Multivariate)
BRINP1,European,Parkinson's disease
LOC105377054 - LOC107986081,Finnish,Macrophage inflammatory protein 1b levels
PSD4,"Mylopotamos, Pomak",Diastolic blood pressure
FLNB,European,Optic cup area
IGSF3,European,Asthma (childhood onset)
"ARHGAP8, PRR5-ARHGAP8",European,Binge eating behaviour in bipolar disorder
ANKRD30BP1,European,Lower body strength
HLA-DPB1,Asian,Sj??gren's syndrome
THADA,European,Plateletcrit
MYO16 - LOC105370359,European,Granulocyte percentage of myeloid white cells
CIB4,European,Post bronchodilator FEV1
LOC105374912 - SLC35B3,European,Motion sickness
NTN1,Asian,Cleft lip with or without cleft palate
KIF13A x LOC105375751,European,Prostate cancer (SNP x SNP interaction)
HECTD4,Korean,Gamma glutamyl transpeptidase
RANBP17,European,Visceral fat
LOC105370706,Amish,Alzheimer's disease (late onset)
LOC400655 - LOC100505817,European,QRS interval (sulfonylurea treatment interaction)
AP1M1 - KLF2,European,Sum eosinophil basophil counts
PTPN3,Finnish,CTACK levels
ZFPM2,European,Platelet distribution width
CCDC26,European,Non-glioblastoma glioma
CHD3,African American,Stroke
LOC157273 - LOC105379228,European,Body mass index
CHRNB4,European,Post bronchodilator FEV1
PPM1L,European,Post bronchodilator FEV1
CTNND2 - RNU6-679P,African American,Late-onset Alzheimer's disease
KCNAB1,Middle Eastern,Coronary artery disease
ARRDC2 - LOC440514,European,Pulmonary function in asthmatics
FXYD5 - LOC105372379,European,High light scatter reticulocyte percentage of red cells
LINC00443 - LOC107984627,European,Response to anti-retroviral therapy (ddI/d4T) in HIV-1 infection (Grade 2 peripheral neuropathy)
HLA-B - DHFRP2,European,Eosinophil percentage of white cells
APOC1 - APOC1P1,European,LDL cholesterol
QSOX2,European,Height
ATP6V1G3 - PTPRC,European,Eosinophil counts
THADA,European,Male-pattern baldness
LOC100130842 - MIR548AD,European,Metabolite levels (5-HIAA)
CEP295,European,Waist circumference adjusted for body mass index
LOC105369440 - LOC105369441,European,Vitiligo
CALN1,European,Lifetime average cigarettes per day in chronic obstructive pulmonary disease
LOC100996549 - LOC105373421,European,Self-rated health
PAPD4,European,Post bronchodilator FEV1/FVC ratio in COPD
MYL8P - LYPLA2P1,European,Lung cancer in ever smokers
PLTP - LOC107985388,European,Gut microbiota (functional units)
NNT - RNU6-381P,European,Post bronchodilator FEV1/FVC ratio in COPD
TBX15,European,Waist-to-hip ratio adjusted for BMI in non-smokers
PRKCB,European,Post bronchodilator FEV1/FVC ratio in COPD
APOH,European,Blood protein levels
POM121L13P - MTUS2,Hispanic,Obesity-related traits
TSPAN15,European,Venous thromboembolism
HLA-DRB1 - LOC107986589,Han Chinese,Systemic lupus erythematosus
CYB5AP4 - LOC107985449,Hispanic,Obesity-related traits
EPO - ZAN,European,Hematocrit
YAP1P3 - PRELID1P1,European,Intracranial volume
"LOC101928491, CAP2",European,Response to serotonin reuptake inhibitors in major depressive disorder
RBFOX1,European,Cognitive decline rate in late mild cognitive impairment
ERCC8,Ashkenazi Jewish,Schizophrenia
MPP7,European,"Bone mineral density (paediatric, skull)"
MED19,Finnish,Stem cell factor levels
IP6K1,Finnish,Macrophage inflammatory protein 1b levels
LOC100421642 - PSMC1P3,European,Post bronchodilator FEV1 in COPD
SRC - RPL7AP14,European,Retinopathy in non-diabetics
ELFN1 - MAD1L1,"African American, Hawaiian",3-hydroxypropylmercapturic acid levels in smokers
FTH1P9 - VCAN,European,Vertical cup-disc ratio
"FBXL13, FAM185A",Han Chinese,Blood pressure measurement (cold pressor test)
CADM2,European,BMI in non-smokers
MOB3B - LOC107987057,European,Heart failure
HLA-DRB9 - HLA-DRB5,European,Ulcerative colitis
APOC1 - APOC1P1,Japanese,C-reactive protein
ELMO1,Japanese,Type 2 diabetes nephropathy
AGER,European,Lung function (FEV1/FVC)
RPL12P33 - HNF1A-AS1,Finnish,Metabolic traits
HNF1B,European,Ovarian cancer
ALG14,European,Palmitic acid (16:0) levels
ABO,European,Blood protein levels
ZPR1,European,Triglycerides
SIRPA - LOC727993,European,Mean platelet volume
PRKCA,African American,Height
TMEM200A - LOC105378002,European,Post bronchodilator FEV1/FVC ratio
RPL24P7 - UBE2E2-AS1,European,Visceral adipose tissue/subcutaneous adipose tissue ratio
LOC105377462 - KRT18P51,European,Post bronchodilator FEV1
ANK1,European,Glycated hemoglobin levels
METTL24,European,Daytime sleep phenotypes
EYA4,"African American, Hawaiian",3-hydroxypropylmercapturic acid levels in smokers
LOC105375015,European,Eosinophil percentage of white cells
CETP,European,HDL cholesterol
AFF1,European,Basophil percentage of white cells
KCNK7 - MAP3K11,European,Type 2 diabetes
CHRNA5,European,Post bronchodilator FEV1/FVC ratio in COPD
ETF1,European,Schizophrenia
SMOC1,European,Bone mineral density
VEGFA - LOC105375070,European,Waist-to-hip ratio adjusted for body mass index
QPCTL,European,Waist circumference
AK3 - ECM1P1,European,Lymphocyte percentage of white cells
GCKR,European,Age-related disease endophenotypes
GGT5,European,Sum eosinophil basophil counts
BTNL2 - HLA-DRA,Indonesian,Hepatitis B vaccine response
LOC100286992 - GRP,European,BMI (adjusted for smoking behaviour)
UHRF1BP1,European,Hip circumference
IGFBP7,European,IgG glycosylation
NDFIP1,European,Asthma
RN7SL341P - LOC101927438,Hispanic,Obstructive sleep apnea trait (apnea hipopnea index)
IREB2,European,Post bronchodilator FEV1/FVC ratio
LOC105375310,"African American, Hawaiian",3-hydroxypropylmercapturic acid levels in smokers
LOC105373744 - LOC100131562,Han Chinese,Blood pressure measurement (high sodium and potassium intervention)
LOC105373012 - LOC441996,European,Immune reponse to smallpox (secreted TNF-alpha)
UNCX - MICALL2,European,Glomerular filtration rate (creatinine)
ICAM1,European,Soluble ICAM-1
"ABCA1, LOC102724761","African American, European",Waist-to-hip ratio adjusted for body mass index
PLEC,European,Post bronchodilator FEV1
KCNK10,European,Survival in pancreatic cancer
CST2 - CST5,European,Blood protein levels
STEAP2-AS1,European,Heschl's gyrus morphology
FOXK2,"African American, Hawaiian",3-hydroxypropylmercapturic acid levels in smokers
CELSR3,European,Inflammatory bowel disease
LDB2 - MTND5P4,African American,QT interval
DNAH10,European,Visceral adipose tissue/subcutaneous adipose tissue ratio
LOC105378797,European,Body mass index (joint analysis main effects and smoking interaction)
DACH1,European,Plateletcrit
VEGFA - LOC105375070,European,Waist-to-hip ratio adjusted for body mass index
LOC105370481,European,Post bronchodilator FEV1
LOC105377367 - LOC105377369,European,Photic sneeze reflex
TMPRSS6,European,Mean corpuscular hemoglobin
KCNH2,European,Electrocardiographic traits
CCDC141,Han Chinese,Blood pressure measurement (cold pressor test)
"RDH5, BLOC1S1-RDH5",European,Refractive error
FLJ43879 - HDAC4,European,Pulmonary function
LINC01222,European,Reticulocyte count
SLCO1B1,European,Blood metabolite levels
LOC101928111 - LOC401040,European,Response to antipsychotic therapy (extrapyramidal side effects)
LOC105373352 - TMEM18,"African American, European",Body mass index
GCSAML,European,Plateletcrit
USP15,European,Pyoderma gangrenosum in inflammatory bowel disease
NT5C2,European,Body mass index (joint analysis main effects and smoking interaction)
LOC105377462,European,Post bronchodilator FEV1/FVC ratio
KLF3,European,Eosinophil percentage of granulocytes
CX3CR1,European,Lymphocyte counts
HBM - HBAP1,European,Reticulocyte count
"LOC105373215, LOC105373212",European,Neutrophil count
GIPR,Japanese,Body mass index (SNP x SNP interaction)
SLC17A1,European,Urate levels in lean individuals
FADS2,European,Glycerophospholipid levels
HMHB1 - RN7SL87P,European,Neuroticism
IFT81 - ATP2A2,European,Response to efavirenz-containing treatment in HIV 1 infection (virologic failure)
DYNC1I1,European,Immune reponse to smallpox (secreted IL-10)
MMP7,European,Prostate-specific antigen levels
RNA5SP56 - PSMC1P12,European,Waist-to-hip ratio adjusted for body mass index
MIR99AHG,Hispanic,Obesity-related traits
TSNARE1,European,Cognitive decline rate in late mild cognitive impairment
IL15RA - IL2RA,European,Atopic dermatitis
TCEB1P18 - RPE65,European,Vertical cup-disc ratio
HMCN1,African American,Late-onset Alzheimer's disease
TMEM245,European,Sulfasalazine-induced agranulocytosis
ARHGEF3,European,Reticulocyte count
VEGFA - LOC105375070,European,Waist-hip ratio
LOC100533736 - PRKRIRP9,European,Childhood body mass index
FADS1,European,Plasma omega-6 polyunsaturated fatty acid levels (gamma-linolenic acid)
ATXN2,European,Monocyte count
RN7SKP21 - LOC107984003,European,Thyroid cancer
ANKS1A,European,Coronary heart disease
LOC101928767 - LOC105370607,European,Post bronchodilator FEV1
BST1,European,Blood protein levels
LOC285626,European,Crohn's disease
PLXNB2,British,Parental longevity (combined parental age at death)
CDH4,European,Trans fatty acid levels
HBAP1 - HBA2,Hispanic,Mean corpuscular hemoglobin
BPTF,East Asian,Lung cancer
RBM24,Latin American,Glucose homeostasis traits
LINC01137,European,Mean corpuscular volume
LOC105378961 - RPS17P11,Finnish,Platelet-derived growth factor BB levels
ST6GAL1,European,IgG glycosylation
TRK-TTT4-1 - TRX-CAT1-7,European,Systemic lupus erythematosus
LOC100288146 - TET2,European,Mean platelet volume
BCL11A,Sardinian,Hemoglobin levels
LOC100507406 - LOC100130476,European,Systemic lupus erythematosus and Systemic sclerosis
LOC105373831,African American,Waist circumference
TRIM58,European,Blood protein levels
ABCG8,European,"Cholesterol, total"
LOC101929163,"African American, European",Waist-to-hip ratio adjusted for body mass index
ARHGAP21,European,Advanced age-related macular degeneration
SGCZ,European,IgG glycosylation
POU6F2,European,Motion sickness
RUVBL1,European,Post bronchodilator FEV1/FVC ratio
FNDC3B,European,Waist circumference adjusted for BMI (joint analysis main effects and smoking interaction)
GYS2,European,Type 2 diabetes
"LOC100507053, ADH4","African American, European",Alcohol dependence
LOC105377462 - KRT18P51,European,Post bronchodilator FEV1/FVC ratio
SYK,European,Platelet distribution width
TRQ-TTG8-1 - OR1M4P,Finnish,Stromal-cell-derived factor 1 alpha levels
SOX2-OT,Ashkenazi Jewish,Schizophrenia
LOC105375694 - RPL23P9,European,Systolic blood pressure
LINC01581 - LOC105370984,European,Chronic bronchitis and chronic obstructive pulmonary disease
ADAMTS7,European,Post bronchodilator FEV1/FVC ratio
HLA-DRB9 - HLA-DRB5,European,Autism spectrum disorder or schizophrenia
LOC105377143 - LOC105377144,Australian,Type 2 diabetes
TGFBR2 - GADL1,European,Blood metabolite levels
TPM1,European,Platelet count
LOC101927181 - GRIFIN,European,Diastolic blood pressure
ZBTB16,European,Granulocyte count
GPAM,European,"Cholesterol, total"
RFX6,European,Prostate cancer
LOC107986647 - LOC105378010,European,Hematology traits
ZNF285B,Sardinian,Personality dimensions
LHFPL2,European,Plateletcrit
NFKBIA - DNAJC8P1,European,Sum eosinophil basophil counts
SPATA13,European,Orofacial clefts
EPB41L2,European,IgG glycosylation
ENOX1,European,Response to paliperidone in schizophrenia (Multivariate)
PRKG2 - RNU5A-2P,European,Height
ABHD5 - LOC105377054,European,Inflammatory skin disease
FAM13A,European,Post bronchodilator FEV1
BPESC1 - PISRT1,European,Facial morphology (factor 22)
PLCE1,"African American, European",Waist-to-hip ratio adjusted for body mass index
MGAT4C - LOC105369878,"African American, Hawaiian",3-hydroxypropylmercapturic acid levels in smokers
PLAUR,European,White blood cell count
DNM3,"African American, European",Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction)
HLA-DQB1 - MTCO3P1,Han Chinese,Narcolepsy (age of onset)
SNX17,European,Breast size
LOC105378250 - LOC107984525,European,Tanning
RN7SL309P - KAT5,European,High light scatter reticulocyte percentage of red cells
KRT18P55,European,Blood protein levels
LOC105375712 - EIF3H,East Asian,Colorectal cancer
"JAK2, INSL6, TCF3P1",European,Eosinophil percentage of granulocytes
